recency,frequency,monetary
95,1,321.31
475,1,86.67
372,1,106.38
313,1,69.24
508,1,58.69
54,1,356.76
42,1,378.84
308,1,564.89
482,1,95.56
302,1,31.75
278,1,122.8
38,1,0.87
48,1,78.39
311,1,38.89
287,1,138.6
66,1,96.74
315,1,54.62
206,1,69.22
355,1,134.28
607,1,40.05
357,1,54.62
511,1,45.1
565,1,321.69
233,1,331.41
207,1,127.88
236,1,43.0
613,1,151.49
488,1,33.17
207,1,65.88
175,1,189.22
167,1,184.96
273,1,55.62
55,1,545.08
391,1,178.43
102,1,44.29
145,1,72.39
252,1,69.38
376,1,194.85
152,1,172.96
322,1,163.81
523,1,543.99
160,1,253.28
411,1,51.63
171,1,216.26
384,1,194.85
165,1,454.31
198,1,183.73
191,1,50.0
156,1,50.77
313,1,124.02
552,1,82.43
47,1,60.87
484,1,107.78
201,1,67.85
271,1,82.93
164,1,31.94
142,1,63.88
115,1,89.07
222,1,165.8
606,1,405.83
264,1,258.01
543,1,74.49
575,1,81.15
167,1,85.44
225,1,52.47
285,1,44.01
72,1,243.14
70,1,64.71
62,1,47.92
379,1,1381.31
59,1,61.4
313,1,77.57
204,1,70.75
144,1,37.38
235,1,169.71
334,1,93.3
568,1,463.75
198,1,61.04
192,1,33.88
300,1,127.02
365,1,129.41
319,1,88.29
222,1,211.02
376,1,75.85
203,1,35.13
41,1,38.23
543,1,312.38
286,1,57.72
229,1,52.59
419,1,96.8
469,1,34.09
127,1,89.17
93,1,92.74
307,1,70.06
357,1,77.57
468,1,117.85
308,1,89.97
45,1,36.74
359,1,157.13
465,1,107.78
120,1,57.29
149,1,82.33
204,1,151.95
139,1,65.22
137,1,56.7
311,1,113.62
441,1,84.81
207,1,66.06
428,1,2.65
153,1,47.23
240,1,1693.31
277,1,83.14
359,1,45.09
165,1,138.75
243,1,111.8
503,1,405.45
494,1,726.89
323,1,61.73
123,1,249.18
271,1,151.42
311,1,65.09
496,1,118.38
457,1,20.0
469,1,361.76
272,1,63.1
210,1,732.68
417,1,111.65
151,1,25.07
262,1,356.74
472,1,274.06
558,1,148.76
40,1,91.67
133,1,59.54
230,1,52.0
501,1,77.57
387,1,138.82
480,1,66.25
241,1,108.1
322,1,77.85
261,1,30.44
195,1,370.52
308,1,37.44
89,1,193.84
306,1,35.0
97,1,166.46
236,1,72.38
295,1,108.16
299,1,41.62
293,1,153.2
132,1,84.57
90,1,38.14
88,1,224.43
258,1,35.0
322,1,369.01
548,1,87.19
132,1,102.05
182,1,108.16
52,1,42.77
371,1,163.53
194,1,89.96
215,1,489.09
529,1,33.99
51,1,145.41
290,1,41.11
120,1,37.23
217,1,216.68
603,1,284.06
353,1,250.0
471,1,546.45
270,1,154.22
430,1,45.0
480,1,66.01
499,1,44.1
308,1,148.38
172,1,219.21
531,1,122.07
208,1,76.36
113,1,118.57
462,1,135.49
340,1,107.75
448,1,119.41
376,2,351.54
506,1,389.82
124,1,92.46
210,1,61.79
611,1,60.99
307,1,24.77
347,1,65.71
414,1,151.81
74,1,368.98
582,1,46.66
229,1,113.13
122,1,63.06
50,1,52.57
306,1,172.53
311,1,59.5
130,1,161.27
207,1,242.95
566,1,132.34
235,1,49.95
182,1,33.0
350,1,155.7
317,1,210.89
326,1,82.73
443,1,144.78
39,1,167.26
173,1,32.78
186,1,212.83
272,1,50.1
470,1,30.75
70,1,435.21
434,1,1038.56
54,1,36.83
301,1,65.14
106,1,136.71
179,1,66.13
406,1,36.69
140,1,238.46
493,1,86.15
254,1,166.68
270,1,9.12
236,1,63.27
314,1,133.37
149,1,664.23
380,1,327.49
339,1,76.19
271,1,267.29
470,1,156.35
186,1,917.2
86,1,64.85
126,1,138.8
45,1,134.53
279,1,117.94
482,1,71.65
251,1,70.47
312,1,443.35
245,1,76.17
122,1,115.03
166,1,91.96
89,1,246.53
211,1,135.0
402,1,69.64
297,1,523.98
455,1,25.78
125,1,40.16
295,1,236.96
500,1,71.82
256,1,172.65
146,1,98.34
42,1,169.13
379,1,126.44
211,1,67.3
330,1,251.69
52,1,19.74
557,1,35.86
205,1,103.86
581,1,179.56
371,1,149.42
319,1,55.05
252,1,158.3
459,1,33.09
233,1,39.99
559,1,214.69
278,1,137.99
200,1,546.25
287,1,84.23
521,1,91.07
615,1,74.49
550,1,78.2
309,1,111.02
401,1,76.65
40,1,134.28
320,1,130.16
575,1,140.34
180,1,563.95
360,1,285.78
62,1,212.56
238,1,127.6
177,1,195.35
317,1,343.08
548,1,43.05
293,1,238.72
395,1,97.46
490,1,34.09
147,1,207.24
245,1,42.85
305,1,104.55
343,1,148.22
297,1,121.4
160,1,186.04
299,1,61.75
177,1,148.69
263,1,168.2
338,1,48.62
438,1,97.66
451,1,31.1
447,1,193.07
193,1,77.14
550,1,151.06
424,1,55.0
544,1,80.87
417,1,71.14
238,1,237.29
299,1,27.75
440,1,264.06
216,1,194.59
623,1,201.58
304,1,1086.08
65,1,107.59
117,1,372.67
531,1,186.39
213,1,36.25
383,1,87.64
570,1,79.61
308,1,150.61
407,1,125.42
304,1,106.78
424,1,207.65
565,1,146.51
304,1,188.8
57,1,164.29
326,1,171.61
560,1,318.44
351,1,294.7
198,1,213.9
286,1,315.84
383,1,77.57
147,1,53.9
157,1,139.43
158,1,99.9
82,1,144.97
182,1,63.01
153,1,68.27
148,1,673.42
121,1,1416.41
560,1,201.61
293,1,35.0
321,1,325.95
343,1,287.64
375,1,84.73
508,1,274.12
322,1,23.78
297,1,279.1
67,1,110.13
311,1,300.49
173,1,60.22
97,1,123.49
157,1,195.24
406,1,15.04
531,1,88.09
400,1,174.87
384,1,152.48
90,1,398.69
171,1,192.58
309,1,270.67
471,1,5.02
483,1,105.28
510,1,2.23
147,1,175.99
159,1,141.9
246,1,145.56
409,1,27.38
263,1,27.75
336,1,47.53
180,1,129.73
62,1,452.47
53,1,49.43
358,1,15.1
200,1,129.22
97,1,35.45
313,1,77.57
271,1,81.76
404,1,163.33
170,1,161.01
51,1,147.64
316,1,308.16
212,1,153.09
458,1,159.56
544,1,44.51
333,1,116.94
202,1,45.22
288,1,43.1
165,1,39.34
259,1,357.77
112,1,98.76
69,1,130.01
184,1,45.22
412,1,97.84
260,1,102.1
494,1,116.45
348,1,113.97
402,1,209.54
52,1,186.77
62,1,86.81
133,1,186.74
513,1,37.48
267,1,106.21
59,1,36.46
279,1,43.09
431,1,261.16
320,1,163.81
384,1,40.1
563,1,213.93
301,1,201.82
411,2,2692.82
427,1,125.15
140,1,47.05
158,1,52.39
82,1,231.57
232,1,134.47
184,1,176.99
613,1,82.88
139,1,220.82
195,1,403.62
194,1,63.88
584,1,59.74
271,1,47.68
609,1,88.92
209,1,252.99
228,1,82.76
364,1,20.0
268,1,82.98
192,1,194.29
202,1,179.04
355,1,78.1
87,1,96.35
282,1,172.04
285,1,610.8
234,1,95.32
261,1,39.55
514,1,182.14
553,1,323.38
474,1,64.89
136,1,56.23
352,1,82.87
146,1,66.33
46,1,92.21
138,1,87.64
101,1,618.54
562,1,162.71
314,1,195.0
455,1,697.09
149,1,115.15
153,1,48.94
245,1,44.3
411,1,124.35
184,1,74.22
358,1,194.91
135,1,31.13
362,1,152.48
575,1,212.46
204,1,91.47
124,1,382.14
356,1,50.0
399,1,133.46
155,1,112.14
141,1,236.86
144,1,37.13
312,1,109.02
69,1,93.29
234,1,182.39
205,1,174.99
488,1,237.94
73,1,62.55
215,1,46.15
262,1,61.83
110,1,50.24
200,1,46.39
64,1,394.73
133,1,165.95
221,1,124.4
190,1,278.1
66,1,399.56
368,1,61.0
271,2,262.07
298,1,202.05
554,1,365.98
153,1,175.08
97,1,121.04
268,1,516.73
154,1,99.9
409,1,83.93
441,1,125.22
285,1,88.28
91,1,172.97
216,1,389.01
47,1,312.11
494,1,150.66
71,1,198.34
271,1,82.98
319,1,25.75
254,1,42.58
254,1,432.4
45,1,145.12
592,1,177.38
0,1,80.38
518,1,46.04
433,1,183.84
278,1,211.67
299,1,468.39
154,1,38.37
124,1,123.84
310,1,169.73
182,1,57.3
146,1,117.96
146,1,195.55
299,1,127.99
186,1,185.06
328,1,57.6
461,1,106.78
177,1,61.96
335,1,77.57
446,1,110.18
166,1,226.47
238,1,68.86
414,1,112.51
309,1,143.15
543,1,192.56
278,1,59.6
497,1,49.0
59,1,107.29
194,1,85.35
318,1,124.96
425,1,246.87
42,1,1318.06
126,1,180.55
264,1,95.54
450,1,202.48
344,1,45.09
263,1,42.23
206,1,87.43
279,1,347.36
191,1,45.05
222,1,62.31
58,1,244.81
95,1,197.96
232,1,62.28
381,1,103.72
410,1,83.41
293,1,52.82
216,1,102.84
280,1,67.98
271,1,162.6
149,1,79.01
237,1,58.34
71,1,127.86
297,1,79.81
256,1,256.31
421,1,69.33
225,1,107.02
433,1,44.1
173,1,268.2
408,1,755.9
215,1,105.74
437,1,15.25
382,1,76.08
466,1,241.23
225,1,34.71
389,1,97.8
119,1,49.79
383,1,89.79
54,1,242.67
98,1,97.65
314,1,77.57
466,1,102.03
146,1,217.81
513,1,510.99
516,1,25.86
216,1,36.29
91,1,83.8
355,1,374.01
267,1,134.47
625,1,62.19
53,1,60.0
83,1,15.09
180,1,33.54
399,1,91.28
565,1,81.78
304,1,31.83
214,1,45.31
145,1,93.64
313,1,150.3
566,1,375.13
266,1,45.62
188,1,161.53
476,1,122.76
257,1,263.59
314,1,114.4
327,1,72.42
213,1,41.84
338,1,132.99
368,1,69.73
143,1,149.87
235,1,74.07
427,1,306.79
311,1,22.77
168,1,282.41
197,1,117.57
54,1,356.53
104,1,73.72
308,1,186.52
245,1,152.62
54,1,173.32
375,1,44.1
93,1,113.26
406,1,54.0
261,1,56.5
525,1,100.23
301,1,513.37
223,1,178.27
116,1,113.11
165,1,90.88
150,1,105.41
291,1,164.06
498,1,95.67
277,1,43.98
158,1,123.92
230,1,51.6
300,1,35.69
545,1,39.24
429,1,71.14
259,1,31.0
264,1,79.71
545,1,425.2
56,1,185.49
297,1,102.23
107,1,153.62
104,1,146.5
185,1,726.82
306,1,0.03
245,1,211.12
330,1,118.46
308,1,8.13
328,1,94.3
79,1,511.23
142,1,150.72
505,1,51.07
188,1,236.79
250,1,413.72
469,1,217.06
202,1,165.53
318,1,35.55
209,1,334.98
58,1,137.94
246,1,111.62
348,1,353.42
75,1,133.89
179,1,89.05
140,1,53.61
140,1,223.27
157,1,275.21
379,1,1.65
76,1,93.59
303,1,32.77
470,1,217.78
421,1,35.78
140,1,158.92
183,1,82.9
309,1,159.06
483,1,195.71
573,1,128.11
591,1,251.83
303,1,88.74
44,1,63.0
224,1,83.0
304,1,156.68
324,1,22.4
250,1,177.37
42,1,90.84
158,1,290.16
238,1,351.54
490,1,79.56
40,1,94.74
487,1,608.88
81,1,124.49
172,1,190.71
211,1,131.16
333,1,65.2
93,1,121.98
134,1,103.6
289,1,130.56
110,1,214.13
136,1,193.37
153,1,92.5
218,1,37.09
136,1,163.24
496,1,341.62
89,1,28.69
524,1,79.61
135,1,105.57
203,1,38.13
52,1,90.73
394,1,31.75
310,1,515.7
512,1,41.79
162,1,187.1
115,1,66.05
270,1,86.43
518,1,57.74
509,1,75.79
589,1,218.26
474,1,230.1
608,1,41.49
99,1,136.06
49,1,213.6
223,1,35.0
334,1,87.64
396,1,272.63
251,1,90.31
344,1,235.79
138,1,45.28
471,1,50.0
97,1,79.5
180,1,177.29
343,1,115.45
448,1,130.94
238,1,14.52
142,1,130.8
238,1,148.16
566,1,99.75
553,1,67.03
324,1,1121.01
156,1,22.79
76,1,68.45
544,1,70.8
208,1,238.19
513,1,47.05
474,1,102.12
256,1,70.42
599,1,46.71
269,1,148.32
182,1,98.51
112,1,75.18
374,1,31.75
60,1,48.41
309,1,68.46
67,1,25.73
382,1,130.56
58,1,158.35
594,1,111.3
149,1,212.82
468,1,34.84
354,1,92.87
274,1,237.24
434,1,135.12
104,1,99.77
242,1,138.89
105,1,32.32
411,1,81.89
544,1,76.02
297,1,110.46
325,1,42.44
194,1,114.27
44,1,61.17
421,1,40.0
177,1,38.93
534,1,89.45
263,1,41.1
266,1,201.65
72,1,97.35
231,1,171.4
547,1,122.1
508,1,87.64
308,1,43.98
228,1,68.29
304,1,121.09
269,1,117.26
387,1,94.9
210,1,664.92
302,1,72.67
109,1,183.8
363,1,123.01
485,1,48.69
222,1,64.0
481,1,322.84
726,1,73.04
179,1,197.13
148,1,25.13
175,1,45.38
523,1,109.68
501,1,70.41
498,1,105.28
230,1,108.0
178,1,63.13
370,1,126.47
232,1,86.15
510,1,85.14
300,1,92.2
468,1,67.28
394,1,62.01
128,1,59.67
60,1,92.34
306,1,9.11
281,1,182.0
149,1,511.75
240,1,261.46
313,1,117.04
126,1,14.47
390,1,125.18
134,1,186.17
78,1,26.44
266,1,822.9
373,1,421.15
486,1,25.0
589,1,1.26
213,1,137.6
225,1,55.0
426,1,72.45
199,1,381.86
154,1,102.88
175,1,218.08
232,1,36.36
352,1,22.78
198,1,42.38
83,1,298.18
264,1,44.0
208,1,47.13
202,1,279.65
332,1,136.18
100,1,157.11
430,1,51.78
318,1,320.73
248,1,51.34
441,1,231.67
155,1,24.13
292,1,62.59
213,1,414.0
133,1,49.39
259,1,121.09
314,1,48.69
419,1,201.45
343,1,122.78
572,1,82.7
200,1,98.86
311,1,49.53
234,1,132.09
313,1,173.82
182,1,304.36
309,1,47.5
382,1,81.72
365,1,66.74
303,1,173.86
59,1,185.64
135,1,54.73
319,1,2.96
258,1,116.94
220,1,162.45
320,1,72.66
185,1,718.77
393,1,207.94
116,1,126.74
488,1,64.2
579,1,225.19
610,1,327.9
286,1,639.28
59,1,127.54
154,1,175.7
151,1,114.85
317,1,32.01
347,1,73.34
225,1,50.0
91,1,153.31
592,1,60.0
139,1,62.06
133,1,157.78
240,1,109.21
36,1,165.14
105,1,224.96
56,1,81.26
54,1,36.46
319,1,75.07
464,1,75.62
298,1,190.37
359,1,36.01
298,1,99.2
310,1,113.62
455,1,293.39
408,1,42.77
131,1,18.66
348,1,53.1
119,1,51.76
223,1,39.0
333,1,177.58
237,1,164.5
406,1,90.88
122,1,123.6
182,1,37.82
159,1,2060.51
504,1,29.33
245,1,76.02
140,1,119.76
192,1,89.96
287,1,42.77
145,1,231.79
61,1,234.57
194,1,52.38
308,1,135.08
139,1,28.29
382,1,15.82
392,1,192.66
132,1,274.29
255,1,137.28
188,1,87.1
494,1,54.84
85,1,54.27
307,1,97.79
366,1,42.38
452,1,74.63
414,1,139.62
178,1,355.06
305,1,50.0
177,1,126.58
349,1,86.24
484,1,77.72
91,1,85.58
73,1,1520.71
73,1,43.98
318,2,348.03
427,1,34.09
479,1,165.38
512,1,367.2
408,1,132.3
432,1,146.68
66,1,88.49
98,1,136.64
257,1,1362.37
199,1,126.12
395,1,77.89
146,1,99.9
320,1,59.05
445,1,85.42
161,1,172.92
76,1,245.1
75,1,113.42
471,1,81.11
306,1,47.81
465,1,19.77
61,1,31.22
59,1,78.03
217,1,155.2
264,1,192.3
147,1,133.76
180,1,111.58
368,1,151.9
318,1,35.84
447,1,76.89
397,1,51.59
173,1,31.88
272,1,193.28
208,1,364.82
137,1,183.13
477,1,63.51
292,1,234.46
323,1,128.29
108,1,23.79
511,1,181.52
67,1,78.35
81,1,48.75
222,1,71.14
428,1,296.71
481,1,42.78
143,1,220.03
313,1,250.26
143,1,52.38
480,1,141.23
225,1,145.66
252,1,272.87
233,1,81.51
304,1,196.99
392,1,82.24
451,1,154.19
573,1,54.52
170,1,31.79
544,1,292.47
350,1,54.62
135,1,40.66
68,1,121.93
367,1,88.68
67,1,68.86
431,1,45.0
307,1,607.87
181,1,75.72
329,1,36.01
106,1,54.37
89,1,43.69
520,1,129.37
465,1,62.01
337,1,102.78
472,1,217.64
142,1,40.84
147,1,57.23
373,1,9.76
382,1,42.78
567,1,128.88
466,1,87.64
219,1,21.43
276,1,45.0
122,1,70.04
119,1,215.5
583,1,36.77
433,1,578.01
345,1,35.27
115,1,96.83
421,1,114.25
52,1,77.0
235,1,38.2
41,1,22.34
283,1,227.87
238,1,281.79
212,1,55.11
311,1,127.92
82,1,102.7
358,1,146.68
392,1,136.41
310,1,439.5
169,1,92.43
414,1,159.21
250,1,108.26
119,1,29.69
311,1,54.39
233,1,34.0
220,1,45.09
435,1,133.83
411,1,40.84
326,1,65.62
541,1,126.95
147,1,87.05
365,1,74.16
175,1,270.99
472,1,64.77
342,1,50.0
41,1,88.97
60,1,62.54
217,1,108.12
501,1,46.65
315,1,160.53
82,1,553.23
203,1,240.17
56,1,139.22
543,1,91.41
392,1,86.15
557,1,39.64
579,1,321.74
278,1,193.59
477,1,123.69
50,1,382.22
202,1,112.54
277,1,101.08
503,1,714.62
585,1,102.75
88,1,229.65
311,1,50.18
482,1,44.53
279,1,619.34
383,1,56.85
286,1,188.65
493,1,366.14
339,1,107.78
192,1,57.23
399,1,101.12
418,1,192.66
291,1,72.76
252,1,48.01
307,1,36.69
427,1,73.34
69,1,126.74
64,2,186.38
216,1,83.23
339,1,33.7
264,1,89.88
494,1,27.24
186,1,91.45
382,1,122.78
331,1,112.12
426,1,117.94
253,1,45.48
85,1,188.28
56,1,28.93
465,1,163.67
159,1,42.66
96,1,68.51
122,1,47.38
261,1,187.79
594,1,282.58
509,1,214.83
174,1,126.13
490,1,66.69
501,1,234.18
352,1,111.89
279,1,44.03
55,1,445.42
158,1,99.9
406,1,101.16
449,1,52.38
123,1,11.31
497,1,96.02
524,1,60.95
557,1,40.95
140,1,305.01
446,1,71.81
87,1,93.73
511,1,35.09
583,1,91.13
399,1,57.1
488,1,145.3
117,1,210.8
158,1,98.7
101,1,182.34
122,1,125.04
96,1,128.99
85,1,186.24
567,1,23.17
396,1,38.01
131,1,31.29
304,1,173.57
203,1,84.85
462,1,105.83
181,1,268.15
142,1,107.7
251,1,63.62
565,1,8.4
94,1,134.99
272,1,175.52
379,1,94.3
412,1,189.92
285,1,38.01
99,1,85.3
500,1,82.39
115,1,141.04
216,1,45.01
45,1,60.25
330,1,86.15
118,1,23.27
258,1,1453.3
460,1,154.19
173,1,166.42
277,1,100.24
312,1,12.72
271,1,109.92
481,1,200.44
239,1,0.24
153,1,345.29
582,1,161.84
311,1,66.67
433,1,227.27
311,1,24.77
307,1,109.77
367,1,99.09
71,1,128.5
240,1,162.29
436,1,240.34
293,1,79.17
168,1,5.14
400,1,271.01
271,1,356.74
376,1,69.33
346,1,90.1
325,1,46.27
77,1,42.27
119,1,183.89
139,1,137.93
190,1,27.23
462,1,87.73
165,1,95.43
322,1,169.37
61,1,106.52
279,1,86.15
464,1,191.67
323,1,50.09
187,1,106.76
270,1,116.94
170,1,222.04
77,1,119.9
65,1,63.31
84,1,559.06
522,1,44.42
454,1,562.25
69,1,108.81
160,1,69.97
125,1,217.85
42,1,195.56
328,1,55.05
550,1,12.69
427,1,61.58
269,1,72.45
239,1,224.6
319,1,143.26
477,1,671.25
588,1,353.76
371,1,147.37
410,1,136.07
199,1,37.05
210,1,136.81
504,1,64.0
158,1,102.13
279,1,142.92
410,1,226.24
424,1,122.98
196,1,117.39
193,1,38.98
48,1,67.14
46,1,53.36
311,1,62.44
144,1,90.84
331,1,13.91
367,1,135.17
239,1,148.06
209,1,150.99
379,1,92.59
401,1,98.79
383,1,166.41
227,1,135.35
211,1,82.98
42,1,62.93
253,1,116.94
410,1,85.16
498,1,89.63
409,1,599.49
359,1,121.09
491,1,113.44
131,1,50.0
348,1,614.69
339,1,51.53
202,1,98.52
203,1,62.31
402,1,100.5
117,1,122.21
312,1,53.76
42,1,84.46
194,1,86.53
99,1,126.53
92,1,118.98
210,1,148.3
53,1,112.42
159,1,90.2
525,1,60.86
199,2,218.79000000000002
227,1,123.05
234,1,48.69
219,1,68.02
518,1,294.89
195,1,24.84
344,1,38.68
419,1,43.03
189,1,36.95
572,1,49.34
228,1,76.98
211,1,117.85
419,1,160.22
131,1,55.37
178,1,143.84
568,1,82.79
187,1,9.95
401,1,11.81
105,1,137.93
152,1,163.89
308,1,28.75
429,1,61.05
291,1,64.1
275,1,70.23
491,1,201.05
158,1,40.13
347,1,172.66
166,2,14.95
507,1,175.88
128,1,105.66
296,1,117.5
423,1,32.92
348,1,57.53
86,1,37.58
298,1,35.0
159,1,210.21
527,1,484.55
499,1,223.78
600,1,54.42
238,1,95.3
120,1,31.69
477,1,279.33
148,1,57.54
292,1,50.59
304,1,45.11
429,1,134.01
221,1,93.3
228,1,105.28
410,1,168.29
311,1,7.16
217,1,14.06
338,1,264.88
430,1,125.47
421,1,53.09
301,1,19.77
313,1,303.34
307,1,144.01
71,1,187.15
260,1,126.92
175,1,80.23
384,1,322.89
505,1,126.43
477,1,95.02
461,1,88.74
59,1,55.38
363,1,4.03
109,1,193.42
199,1,300.0
72,1,224.57
159,1,45.32
278,1,50.0
502,1,90.72
108,1,6.16
391,1,54.62
355,1,191.93
327,1,165.72
260,1,109.59
353,1,51.69
55,1,117.54
434,1,57.97
200,1,218.07
48,1,112.06
488,1,103.36
363,1,41.38
138,1,38.13
463,1,150.61
308,1,310.2
413,1,135.87
145,1,101.5
145,1,139.01
72,1,44.58
188,1,59.13
314,1,369.87
146,1,166.96
424,1,353.13
194,1,74.18
343,1,37.0
124,1,1458.51
178,1,121.68
60,1,162.81
176,1,55.31
113,1,29.83
68,1,195.47
344,1,29.75
406,1,178.59
73,1,192.03
62,1,65.35
311,1,119.48
363,1,73.71
457,1,180.3
359,1,61.75
69,2,529.61
147,1,122.83
400,1,190.99
271,1,243.56
181,1,292.38
233,1,85.68
208,1,343.74
388,1,25.77
47,1,57.38
303,1,95.44
593,1,45.16
350,1,186.43
327,1,78.47
437,1,94.3
107,1,30.7
335,1,171.02
194,1,138.68
78,1,349.93
346,1,110.91
592,1,89.52
46,1,138.85
463,1,51.78
509,1,40.85
312,1,90.66
293,1,44.1
432,2,21.22
84,1,39.42
68,1,44.19
262,1,324.29
361,1,0.8
309,1,87.72
237,1,26.25
49,1,59.97
128,1,297.87
354,1,90.28
204,1,236.32
187,1,110.55
265,1,161.8
94,1,280.81
160,1,172.74
507,1,231.62
182,1,30.78
70,1,85.75
575,1,35.96
185,1,62.63
72,1,110.58
581,1,30.95
123,1,340.0
151,1,127.87
163,1,53.7
223,1,148.26
289,1,118.17
167,1,72.77
307,1,154.04
326,1,41.29
206,1,37.61
419,1,187.25
61,1,97.36
285,1,328.61
105,1,76.74
439,1,89.87
725,1,51.93
199,1,114.78
332,1,134.38
142,1,32.37
196,1,181.95
300,1,142.64
396,1,357.03
266,1,44.1
177,1,221.29
105,1,198.62
171,1,117.57
175,1,219.18
209,1,76.2
322,1,36.71
395,1,45.0
486,1,163.75
136,1,27.23
288,1,2183.41
466,1,51.5
75,1,277.2
307,1,70.72
96,1,87.52
66,1,73.05
207,1,58.05
305,1,37.09
545,1,16.25
194,1,72.31
497,1,153.9
222,1,115.84
490,1,48.0
464,1,117.62
310,1,117.48
216,1,78.76
73,1,64.44
442,1,220.04
487,1,31.09
135,1,449.01
215,1,157.51
387,1,41.62
528,1,8.14
172,1,321.34
403,1,87.64
212,1,81.98
329,1,157.67
573,1,396.97
102,1,96.65
149,1,75.46
565,1,91.79
116,1,42.39
135,1,82.39
253,1,62.76
288,1,5.73
285,1,121.69
41,1,30.41
67,1,82.65
102,1,93.65
349,1,142.13
163,1,239.49
142,1,188.27
424,1,155.14
342,1,153.13
71,1,195.54
213,1,195.69
252,1,179.84
318,1,26.77
153,1,97.45
233,1,77.89
603,1,114.17
311,1,75.17
403,1,52.33
301,1,65.37
727,1,108.84
82,1,6.79
282,1,140.3
468,1,64.7
363,1,84.14
479,1,74.98
45,1,67.44
224,1,58.64
347,1,132.24
150,1,212.85
127,1,349.94
496,1,61.05
48,1,58.36
427,1,167.2
47,1,70.6
111,1,154.32
113,1,144.31
203,1,146.69
298,1,109.5
212,1,54.09
146,1,47.94
428,1,53.49
498,1,47.71
161,1,44.57
577,1,51.87
548,2,198.43
114,1,56.42
165,1,107.8
137,1,190.65
517,1,447.24
220,1,312.49
501,1,147.35
169,1,102.53
56,1,91.69
169,1,59.32
260,1,42.77
144,1,194.19
118,1,84.44
354,1,120.39
601,1,43.05
78,1,140.53
161,1,123.67
204,1,20.58
115,1,97.43
252,1,147.06
302,1,41.0
433,1,78.56
545,1,303.11
69,1,32.37
218,1,31.38
207,1,81.55
603,1,157.94
155,1,249.48
354,1,186.95
106,1,47.44
99,1,91.99
244,1,104.85
196,1,181.33
322,1,178.92
445,1,140.08
196,1,67.72
46,1,32.13
365,1,1755.21
301,1,58.62
322,1,225.8
197,1,133.69
41,1,26.39
287,1,146.66
247,1,319.94
366,1,112.03
152,1,271.24
370,1,116.36
337,1,118.93
385,1,124.42
374,1,31.24
148,1,162.55
83,1,27.39
290,1,43.75
315,1,240.12
248,1,51.84
142,1,30.29
79,1,47.0
483,1,29.5
176,1,57.82
293,1,7.68
488,1,1878.39
393,1,1524.24
215,1,34.6
250,1,134.58
238,1,61.75
36,1,158.97
395,1,111.02
446,1,52.77
247,1,53.01
61,1,309.62
378,1,131.61
175,1,121.55
313,1,186.82
192,1,29.04
122,1,38.37
186,1,33.16
243,1,31.71
176,1,113.59
482,1,30.75
85,1,261.33
147,1,239.56
58,1,259.68
164,1,175.16
356,1,47.0
463,1,40.86
391,1,117.85
394,1,73.83
51,1,128.24
113,1,40.22
222,1,30.68
429,1,162.25
304,1,100.04
305,1,22.27
525,1,317.24
108,1,110.77
173,1,217.06
307,1,119.04
183,1,126.68
476,1,436.59
197,1,91.5
52,1,315.16
142,1,116.76
403,1,35.0
598,1,367.56
158,1,328.62
439,1,50.09
189,1,20.0
38,1,70.98
115,1,457.95
177,1,124.6
111,1,68.96
527,1,365.61
448,1,130.01
526,1,250.0
319,1,135.6
69,1,175.06
146,1,239.41
288,1,136.3
560,1,183.83
244,1,57.0
125,1,165.05
380,1,111.89
565,1,40.86
66,1,58.28
259,1,82.98
335,1,63.98
395,1,206.87
224,1,53.01
144,1,550.51
172,1,34.14
326,1,66.11
188,1,85.99
55,1,106.3
104,1,112.09
297,1,109.36
396,1,99.22
42,1,25.72
45,1,154.34
464,1,609.27
195,1,2.51
262,1,48.59
215,1,210.7
337,1,593.73
235,1,148.14
145,1,56.77
189,1,19.0
204,1,84.48
313,1,106.16
116,1,108.05
475,1,627.75
298,1,3.07
297,1,152.08
355,1,69.24
111,1,21.39
178,1,172.62
166,1,42.05
154,1,158.94
250,1,119.48
427,1,26.0
461,1,270.54
123,1,227.26
510,1,120.99
557,1,32.74
202,1,243.45
167,1,64.29
385,1,56.78
574,1,143.48
476,1,64.01
408,1,83.11
243,1,695.25
314,1,131.04
343,1,30.1
341,1,86.02
413,1,229.34
445,1,35.0
223,1,73.15
353,1,73.34
244,1,24.02
421,1,192.66
215,1,88.09
107,1,146.02
387,1,322.89
95,1,488.6
346,1,133.64
36,1,57.99
256,1,45.93
301,1,65.0
229,1,87.55
406,1,268.98
184,1,90.14
287,1,158.13
446,1,152.11
172,1,1544.62
527,1,347.0
96,1,274.89
136,1,28.67
452,1,304.73
192,1,48.22
376,1,186.71
143,1,7.07
97,1,185.92
278,1,135.0
487,1,53.0
76,1,158.98
179,1,72.46
473,1,33.84
218,1,53.05
383,1,102.69
103,1,102.35
145,1,1028.3
149,1,109.7
165,1,43.22
217,1,94.31
166,1,472.59
140,1,80.31
248,1,102.32
60,1,549.7
505,1,50.0
210,1,101.74
437,1,35.61
573,1,246.03
114,1,40.34
214,1,32.38
126,1,82.31
70,1,179.22
572,1,36.05
290,1,65.63
73,1,142.97
536,1,138.11
222,1,53.61
144,1,32.71
343,1,225.67
230,1,125.43
46,1,128.86
160,1,68.75
459,1,64.77
106,2,278.06
323,1,285.48
149,1,110.0
41,1,127.79
272,1,14.08
