recency,frequency,monetary
222,1,161.86
500,1,60.5
472,1,171.35
452,1,242.02
277,1,197.01
158,1,99.9
453,1,74.77
224,1,74.16
284,1,49.4
117,1,144.54
150,1,281.52
193,1,77.78
403,1,143.71
276,1,217.82
120,1,72.34
311,1,64.1
45,1,87.27
257,1,115.36
311,1,200.82
70,1,111.71
60,1,166.55
100,1,37.23
404,1,152.54
349,1,5.77
311,1,32.0
343,1,99.12
70,1,217.86
413,1,290.15
187,1,225.75
521,1,61.32
354,1,142.05
117,1,27.23
519,1,157.92
47,1,43.55
40,1,91.29
168,1,46.72
490,1,141.92
243,1,61.38
570,1,136.26
597,1,44.42
249,1,70.14
174,1,142.1
47,1,107.66
87,1,74.21
401,1,182.59
474,1,97.71
226,1,41.13
531,1,157.28
265,1,167.45
154,1,118.43
286,1,77.98
216,1,130.68
276,1,234.46
256,1,72.43
124,1,176.09
57,1,129.19
208,1,192.76
264,1,51.84
341,1,59.1
394,1,124.99
576,1,327.8
266,1,92.8
104,1,23.36
570,1,1192.48
343,1,35.09
421,1,327.28
210,1,36.17
240,1,39.75
155,1,103.13
403,1,207.1
379,1,72.14
140,1,57.29
75,1,305.65
223,1,237.05
482,1,49.09
320,1,195.46
77,1,48.91
382,1,62.55
237,1,295.91
164,1,58.83
311,1,62.01
167,1,106.05
143,1,457.83
231,1,87.55
312,1,66.23
86,1,44.82
370,1,31.85
172,1,177.06
595,1,50.56
115,1,348.02
158,1,241.1
106,1,103.93
469,1,80.59
201,1,64.13
314,1,74.16
498,1,211.89
56,1,87.9
329,1,126.92
430,1,96.02
55,1,143.5
417,1,52.59
429,1,107.35
397,1,158.8
311,1,66.67
159,1,223.97
179,1,208.23
480,1,45.09
251,1,292.72
382,1,218.8
48,1,162.93
592,1,80.14
50,1,358.59
141,1,50.87
272,1,42.69
220,1,246.37
298,1,140.49
245,1,101.74
62,1,55.37
253,1,64.63
267,1,36.78
154,1,218.97
290,1,77.98
434,1,61.75
230,1,138.6
305,1,61.59
570,1,7.73
183,1,138.63
248,1,26.09
364,1,57.6
145,1,47.37
341,1,126.24
399,1,5.06
225,1,138.89
148,1,242.44
237,1,168.33
80,1,43.04
188,1,377.03
365,1,112.71
461,1,167.2
442,1,67.41
189,1,162.55
85,1,61.98
364,1,99.34
173,1,216.27
301,1,109.41
306,1,153.7
569,1,117.53
375,1,36.1
545,1,45.64
408,1,77.57
158,1,105.63
69,1,62.38
258,1,52.1
142,1,89.47
115,1,111.69
392,1,29.1
355,1,35.01
385,1,156.44
389,1,126.52
104,1,131.58
473,1,146.52
105,1,50.35
410,1,124.4
278,1,61.84
151,1,96.5
59,1,127.54
543,1,166.21
308,1,63.75
294,1,34.0
330,1,91.71
529,1,29.95
132,1,196.68
39,1,72.15
61,1,192.01
409,1,38.09
612,1,224.98
66,1,115.91
425,1,227.27
187,1,29.22
724,1,224.32
57,1,483.09
194,1,46.96
392,1,367.2
121,1,33.27
180,1,64.56
305,1,134.48
59,1,84.58
235,1,160.51
250,1,338.37
213,1,61.91
165,1,194.2
577,1,281.32
201,1,68.22
221,1,87.05
309,1,71.1
119,1,198.11
88,1,84.65
383,1,61.59
727,1,66.68
243,1,168.52
217,1,96.01
434,1,96.8
152,1,67.05
170,1,4.04
378,1,299.75
285,1,306.78
433,1,48.51
434,1,73.09
327,1,166.68
311,1,77.57
235,1,273.63
101,1,84.51
284,1,600.43
249,1,69.73
474,1,54.0
261,1,30.0
251,1,9.83
113,1,208.56
163,1,160.18
193,1,269.69
490,1,115.0
240,1,29.04
342,1,190.37
311,1,317.85
44,1,24.38
258,1,183.52
94,1,112.55
475,1,194.38
453,1,100.33
533,1,137.68
149,1,165.18
216,1,161.04
509,1,94.3
279,1,264.16
187,1,133.25
57,1,378.86
231,1,66.1
132,1,132.28
222,1,75.85
223,2,113.43
499,1,346.88
330,1,66.5
234,1,117.47
414,1,49.09
326,1,153.9
43,1,68.05
569,1,63.72
54,1,43.55
97,1,42.4
491,1,133.08
455,1,375.37
342,1,80.08
64,1,194.33
69,1,85.81
102,1,97.34
70,1,58.59
92,1,145.69
207,1,136.29
374,1,106.16
173,1,50.0
137,1,181.25
329,1,941.12
208,1,1478.45
315,1,5.71
354,1,57.5
168,1,38.93
371,1,72.14
87,1,193.84
170,1,232.82
149,1,98.94
599,1,104.73
454,1,65.59
725,1,91.16
299,1,31.0
224,1,60.1
482,1,217.01
549,1,101.28
311,1,44.1
140,1,117.51
325,1,177.86
258,1,73.67
474,1,55.09
367,1,107.4
133,1,197.19
522,1,616.32
477,1,174.04
234,1,41.93
252,1,132.05
242,1,837.39
323,1,119.26
137,1,144.8
469,1,128.08
47,1,108.33
339,1,62.12
446,1,63.5
52,1,65.35
405,1,37.86
311,1,370.61
140,1,163.38
205,1,256.69
475,1,258.94
300,1,95.02
143,1,77.69
93,1,53.64
553,1,28.62
379,1,109.4
63,1,97.89
345,1,118.47
250,1,166.57
205,1,119.99
218,1,215.14
285,1,144.86
227,1,36.27
153,1,377.46
520,1,2.44
49,1,36.4
237,1,75.07
233,1,64.0
473,1,195.54
369,1,138.39
141,1,68.99
443,1,196.92
372,1,132.57
531,1,5.3
227,1,149.16
578,1,242.1
531,1,77.41
519,1,60.42
500,1,143.12
111,1,81.69
73,1,32.43
148,1,87.94
315,1,125.42
219,1,62.29
123,1,141.74
150,1,36.78
461,1,402.32
263,1,869.1
576,1,71.02
376,1,188.94
293,1,56.5
160,1,108.77
250,1,105.17
153,1,82.13
219,1,80.51
266,1,98.99
58,1,124.58
311,1,172.6
579,1,232.86
437,1,376.29
71,1,103.3
227,1,149.74
94,1,60.39
314,1,21.41
354,1,34.1
179,1,54.39
364,1,96.8
311,1,81.5
53,1,51.25
214,1,193.71
210,1,182.94
169,1,124.76
43,1,367.45
206,1,323.79
233,1,28.21
74,1,48.43
304,1,66.5
594,1,89.88
150,1,136.27
56,1,167.14
72,1,142.57
184,1,248.93
367,1,132.03
185,1,71.07
581,1,34.42
39,1,20.38
486,1,82.82
54,1,274.9
84,1,47.44
453,1,248.29
197,1,100.05
344,1,396.32
132,1,63.66
556,1,119.76
86,1,198.3
78,1,252.11
480,1,139.07
541,1,191.26
350,2,88.55000000000001
411,1,117.06
410,1,88.72
229,1,90.28
67,1,353.17
333,1,249.57
47,1,277.86
227,1,68.11
56,1,97.87
227,1,160.86
354,1,154.38
200,1,169.87
205,1,177.05
489,1,117.85
211,1,78.8
42,1,74.73
558,1,49.55
47,1,63.55
136,1,323.79
570,1,114.12
264,1,111.32
260,1,204.25
322,1,36.84
132,1,905.18
221,1,87.18
352,1,100.3
565,1,40.86
60,1,67.44
411,1,161.06
520,1,174.77
355,1,229.78
57,1,99.23
490,1,165.25
341,1,112.14
295,1,37.0
399,1,57.42
140,1,46.13
594,1,721.71
122,1,518.37
291,1,65.71
526,1,4.35
244,1,313.22
428,1,34.0
526,1,129.52
149,1,402.34
382,1,18.44
271,1,319.66
138,1,28.13
417,1,77.57
559,1,46.39
568,1,71.56
212,1,455.82
110,1,908.43
484,1,36.01
721,1,74.74
292,1,423.98
442,1,218.64
173,1,50.26
144,1,98.94
161,1,62.78
256,1,46.59
143,1,163.24
91,1,128.95
142,1,188.2
391,1,96.12
90,1,53.34
365,1,42.78
180,1,91.99
298,1,41.75
174,1,285.73
306,1,188.34
514,1,317.21
215,1,65.0
359,1,74.18
315,1,124.95
42,1,21.89
236,1,119.45
173,1,61.32
192,1,105.44
236,1,102.96
312,1,72.67
220,1,363.2
293,1,154.89
204,1,40.19
501,1,95.31
616,1,152.06
461,1,492.84
560,1,206.53
422,1,86.2
53,1,149.58
175,1,150.15
118,1,182.54
511,1,65.77
557,1,66.04
257,1,102.64
126,1,358.03
385,1,723.2
549,1,86.14
75,1,52.51
195,1,164.55
138,1,29.23
620,1,689.87
185,1,43.32
380,1,58.62
54,1,170.76
114,1,89.52
46,1,284.89
192,1,108.95
391,1,94.3
144,1,63.61
606,1,257.58
221,1,83.4
272,1,42.03
229,1,82.52
150,1,88.27
557,1,47.71
250,1,1.51
298,1,84.54
129,1,59.5
275,1,157.3
429,1,215.14
317,1,92.19
586,1,259.06
553,1,373.55
311,1,32.77
211,1,94.59
105,1,65.57
237,1,205.0
559,1,115.42
348,1,55.62
98,1,235.23
370,1,188.94
595,1,181.1
437,1,38.59
546,1,54.06
42,1,45.3
253,1,11.04
429,1,139.09
236,1,89.36
349,1,49.06
225,2,51.349999999999994
276,1,163.25
243,1,487.86
246,1,248.36
101,1,32.23
298,1,96.22
295,1,65.71
231,1,172.05
141,1,179.0
438,1,96.9
57,1,45.25
360,1,69.03
45,1,47.29
427,1,202.76
151,1,179.98
46,1,57.86
319,1,144.19
173,1,98.88
329,1,208.71
258,1,1030.83
252,1,81.63
231,1,26.35
225,1,35.0
259,1,136.08
260,1,87.87
503,1,57.68
551,1,39.9
236,1,296.61
307,1,262.49
57,1,140.47
228,1,83.16
350,1,53.33
74,1,178.15
448,1,130.01
293,1,86.02
378,1,156.64
188,1,319.05
237,1,112.71
241,1,126.54
398,1,48.69
405,1,120.38
290,1,103.83
258,1,79.57
411,1,370.92
312,1,186.86
465,1,51.63
193,1,364.44
469,1,56.8
543,1,101.01
198,1,91.91
179,1,161.33
474,1,42.11
166,1,6.13
595,1,86.64
270,1,278.46
390,1,181.51
92,1,1927.38
145,1,51.79
382,1,188.74
159,1,18.87
499,1,102.82
175,1,64.93
128,1,340.27
112,1,73.4
542,2,815.2
358,1,113.15
336,1,76.18
235,1,67.5
184,1,167.22
248,1,616.84
114,1,306.67
598,1,621.21
560,1,50.95
212,1,71.53
114,1,337.42
519,1,128.95
202,1,138.39
490,1,75.07
429,1,50.38
120,1,9.08
405,1,144.56
588,1,640.16
394,1,372.99
153,1,96.52
152,1,25.29
325,1,331.58
301,1,117.91
149,1,102.16
108,1,73.71
291,1,57.8
416,1,38.75
115,1,158.35
562,1,216.51
449,1,105.28
398,1,58.17
401,1,47.69
221,1,150.39
62,1,108.63
56,1,298.18
70,1,91.41
203,1,148.49
476,1,28.0
300,1,43.33
378,1,167.9
112,1,104.17
285,1,176.26
315,1,347.32
294,1,220.88
264,1,86.85
305,1,58.09
503,1,297.42
105,1,40.52
297,1,264.87
348,1,29.63
267,1,49.75
487,1,1015.8
305,1,160.76
109,1,160.17
253,1,318.25
113,1,77.88
72,1,62.65
201,1,62.39
492,1,52.68
75,1,458.36
66,1,67.68
113,1,400.0
208,1,116.45
266,1,46.85
104,1,73.49
385,1,148.06
117,1,216.94
307,2,404.2
231,1,221.09
477,1,147.15
361,1,197.73
412,1,165.02
537,1,297.79
375,1,224.98
543,1,137.58
74,1,350.52
189,1,167.23
428,1,70.17
112,1,40.76
260,1,54.1
151,1,140.91
157,1,205.55
268,1,31.77
455,1,130.42
219,1,130.93
554,1,54.85
465,1,194.76
41,1,76.46
78,1,92.89
569,1,120.32
149,1,102.01
174,1,68.04
311,1,64.09
141,1,683.57
377,1,162.64
496,1,793.27
326,1,77.95
355,1,885.8
429,1,121.09
356,1,127.43
482,1,38.17
144,1,61.73
103,1,172.01
214,1,57.48
356,1,61.01
144,1,198.13
194,1,41.05
122,1,74.36
54,1,260.59
497,1,85.14
398,1,17.78
309,1,28.09
412,1,148.58
204,1,623.18
574,1,47.3
219,1,105.66
142,1,101.61
498,1,63.0
107,1,171.22
110,1,96.62
160,1,72.76
387,1,64.51
296,1,168.45
222,1,226.88
249,1,214.83
154,1,145.76
552,1,32.96
261,1,70.91
44,1,86.78
606,1,328.82
214,1,190.98
311,1,150.14
85,1,31.33
380,1,74.67
460,1,215.31
378,1,52.59
193,1,69.18
110,1,105.32
376,1,116.0
565,1,81.05
476,1,50.0
145,1,179.19
62,1,89.65
156,1,266.5
559,1,171.26
206,1,129.22
151,1,44.13
236,1,41.75
271,1,118.96
133,1,124.02
544,1,58.71
320,1,317.34
373,1,369.69
207,1,59.12
97,1,51.06
68,1,179.06
386,1,20.75
173,1,74.48
541,1,400.93
47,1,56.97
43,1,61.54
248,1,49.29
496,1,37.77
205,1,42.77
292,1,189.42
370,1,70.14
205,1,72.25
251,1,36.75
41,1,119.42
244,1,67.5
165,1,78.78
104,1,210.58
359,1,155.27
311,1,78.94
427,1,155.12
412,1,25.75
224,1,44.48
75,1,76.07
317,1,47.27
134,1,68.18
185,1,78.32
285,1,85.5
573,1,149.09
303,1,55.09
340,1,214.04
54,1,48.79
338,1,14.8
59,1,57.39
518,1,44.06
140,1,88.9
451,1,202.7
247,1,81.5
563,1,77.75
430,1,85.14
173,1,220.28
186,1,285.68
311,1,40.38
361,1,158.45
265,1,622.64
238,1,95.3
292,1,123.56
396,1,65.71
405,1,107.78
137,1,301.0
252,1,173.23
423,1,28.07
69,1,167.96
88,1,73.49
445,1,45.11
455,1,249.16
349,1,80.2
321,1,23.77
168,1,61.4
83,1,42.86
429,1,246.55
271,1,151.6
309,1,133.34
457,1,156.64
120,1,182.51
370,1,126.12
569,1,93.13
196,1,189.76
410,1,73.43
369,1,50.3
422,1,377.42
326,1,154.32
520,1,136.04
82,1,144.12
99,1,160.02
326,1,20.8
263,1,323.68
366,1,125.39
97,1,251.63
160,1,99.9
118,1,229.28
270,1,26.78
409,1,77.57
95,1,24.17
56,1,185.46
479,1,64.18
132,1,74.7
67,1,147.7
325,1,192.0
241,1,148.35
497,1,37.05
56,1,64.66
159,1,146.04
150,1,48.88
140,1,60.38
149,1,57.29
307,1,71.14
293,1,245.27
473,1,159.12
431,1,52.47
370,1,138.65
301,1,185.21
578,1,670.85
393,1,31.09
118,1,166.92
140,1,102.38
361,1,77.57
569,1,327.8
217,1,56.08
290,1,27.77
314,1,722.05
48,1,83.73
189,1,130.69
456,1,306.11
342,1,58.02
192,1,66.85
45,1,19.36
550,1,202.48
137,1,45.22
132,1,95.57
309,1,67.68
269,1,216.06
500,1,37.09
348,1,139.09
309,1,39.6
544,1,37.86
247,1,51.84
336,1,105.3
505,1,54.82
514,1,223.12
217,1,87.05
231,1,114.42
434,1,104.37
48,1,777.37
115,1,32.29
89,1,57.88
512,1,48.15
337,1,195.0
324,1,304.14
60,1,70.42
261,1,412.59
191,1,40.22
552,1,94.88
372,1,280.27
478,1,85.34
101,1,62.0
450,1,26.85
152,1,198.12
176,1,135.2
307,1,312.49
117,1,285.36
196,1,232.97
174,1,100.0
173,1,283.62
202,1,32.78
97,1,97.58
512,1,163.39
76,1,204.81
254,1,153.22
247,1,45.6
244,1,100.24
100,1,447.16
126,1,249.08
348,1,81.15
520,1,538.04
148,1,308.6
52,1,281.0
578,1,44.42
245,1,135.09
176,1,41.34
476,1,87.73
312,1,73.01
171,1,318.97
302,1,131.44
363,1,120.09
53,1,56.04
190,1,25.0
329,1,116.23
335,1,71.8
43,1,48.3
524,1,94.63
445,1,163.72
372,1,33.68
55,1,87.18
420,1,258.16
87,1,144.96
273,1,217.8
414,1,111.01
358,1,367.27
209,2,34.230000000000004
250,1,73.83
356,1,31.77
465,1,78.77
55,1,119.37
194,1,174.07
482,1,76.04
358,1,221.89
388,1,195.0
531,1,83.65
186,1,204.45
335,1,77.89
567,1,59.73
142,1,281.76
63,1,53.37
62,1,270.47
404,1,789.04
454,1,194.48
362,1,9.25
314,1,193.46
55,1,89.67
264,1,105.81
476,1,76.08
34,1,37.37
106,1,121.51
330,1,55.6
39,1,113.1
137,1,37.7
575,1,352.98
76,1,510.52
564,1,47.05
95,1,35.42
211,1,210.01
481,1,107.44
301,1,180.71
141,1,153.72
203,1,35.79
490,4,200.0
261,1,72.14
208,1,323.72
381,1,48.06
498,1,57.09
303,1,115.42
170,1,188.97
164,1,195.86
108,1,290.22
185,1,193.86
218,1,124.21
466,1,131.81
545,1,68.84
305,1,219.75
174,1,163.44
166,1,218.27
570,1,48.92
294,1,142.92
367,1,1916.96
132,1,103.54
576,1,69.75
270,1,84.82
243,1,549.03
72,1,367.11
501,1,144.12
54,1,79.06
298,1,33.0
186,1,102.39
260,1,77.55
152,1,199.0
256,1,67.3
423,1,167.64
523,1,75.56
449,1,168.2
317,1,101.73
514,1,43.86
524,1,46.05
297,1,160.51
370,1,50.25
110,1,59.46
413,1,41.75
482,1,261.28
502,1,13.68
236,1,155.63
80,1,131.58
162,1,108.41
260,1,156.32
106,1,116.82
361,1,314.39
581,1,100.0
485,1,246.35
218,1,106.78
354,1,82.58
322,1,222.15
475,1,141.15
325,1,55.42
301,1,66.11
589,1,49.42
173,1,417.68
210,1,57.42
98,1,100.0
297,1,24.68
439,1,51.5
178,1,62.06
90,1,57.37
34,1,26.38
417,1,147.28
418,1,111.02
268,1,108.0
237,1,283.17
116,1,48.97
385,1,43.72
140,1,239.68
548,1,84.15
210,1,173.27
283,1,48.0
189,1,51.15
188,1,590.36
145,1,127.76
556,1,28.95
396,1,190.58
567,1,41.42
352,1,35.84
218,1,44.24
352,1,76.67
413,1,302.62
113,2,147.78
119,1,220.02
295,1,81.79
210,1,164.34
198,1,134.72
424,1,103.37
164,1,82.37
355,1,132.08
356,1,69.33
381,1,13.2
448,1,41.34
426,1,192.66
286,1,29.84
271,1,173.82
374,1,17.26
71,1,33.54
405,1,85.6
267,1,182.91
575,1,90.3
361,1,60.75
119,1,58.22
221,1,309.22
59,1,313.55
210,1,76.34
133,1,157.81
77,1,114.75
58,1,143.04
276,1,41.84
246,1,226.71
150,1,33.13
139,1,51.89
431,1,115.81
67,1,51.26
217,1,199.9
47,1,167.77
494,1,97.68
211,1,163.69
223,1,118.58
143,1,92.9
60,1,68.16
186,1,77.3
232,1,90.17
215,1,152.36
393,1,18.09
365,1,203.14
200,1,77.09
473,1,177.48
165,1,20.0
307,1,179.32
220,1,134.49
282,1,67.13
52,1,50.34
490,1,72.75
320,1,42.4
211,1,153.41
483,1,275.56
257,1,111.89
64,1,23.19
41,1,79.51
297,1,83.22
94,1,45.78
269,1,185.43
345,1,20.08
437,1,70.27
216,1,108.51
83,1,208.56
247,1,265.31
304,1,58.1
546,1,141.12
133,1,114.53
151,1,87.9
126,1,71.26
540,1,222.84
279,1,22.84
239,1,84.33
82,1,104.72
199,1,173.55
350,1,22.33
383,1,55.11
145,2,133.92000000000002
383,1,98.51
124,1,274.71
487,1,112.91
360,1,31.77
538,1,58.62
237,1,170.7
73,1,142.97
150,1,86.44
572,1,137.67
189,1,77.1
217,1,157.58
308,1,39.6
316,1,318.4
68,1,139.93
599,1,11.12
369,1,667.99
387,1,26.85
60,1,96.6
442,1,85.34
168,1,108.2
374,1,59.01
334,1,411.21
309,1,189.36
60,1,30.16
355,1,144.01
137,1,153.96
132,1,137.55
550,1,39.42
366,1,63.34
541,1,1003.76
266,1,35.09
383,1,41.69
257,1,577.58
194,1,83.46
613,1,23.86
561,1,89.07
310,1,115.44
243,1,44.79
409,1,320.44
504,1,437.59
108,1,315.69
574,1,66.64
530,1,147.65
513,1,44.0
150,1,144.96
428,1,125.42
118,1,63.73
103,1,30.0
165,1,94.76
64,1,4163.51
262,1,195.28
443,1,28.0
237,1,83.41
118,1,57.23
620,1,144.91
53,1,205.5
276,1,58.99
208,1,154.11
291,1,86.93
64,1,54.43
522,1,26.86
219,1,201.08
45,1,73.06
509,1,89.17
126,1,94.31
126,1,123.56
326,1,24.38
308,1,93.21
209,1,139.96
539,1,59.42
196,1,57.83
257,1,71.62
109,1,92.67
490,1,128.22
144,1,77.29
539,1,55.96
234,1,98.12
175,1,290.22
306,1,76.08
175,1,62.34
194,1,21.04
110,1,93.66
197,1,113.55
442,1,231.27
98,1,91.12
287,1,39.59
205,1,295.99
182,1,186.87
435,1,40.85
626,1,517.59
477,1,27.09
341,1,114.93
340,1,53.1
237,1,70.91
344,1,79.2
396,1,26.28
84,1,28.26
334,1,81.72
122,1,89.36
248,1,169.92
572,1,68.79
89,1,98.57
130,1,121.64
165,1,112.59
393,1,412.21
60,1,45.3
383,1,450.19
311,1,59.09
216,1,27.3
311,1,616.94
300,1,141.13
140,1,45.13
105,1,112.63
134,1,171.47
80,1,60.89
510,1,39.25
60,1,75.58
306,1,256.08
380,1,112.69
360,1,310.28
218,1,166.9
336,1,1381.87
322,1,82.73
301,1,93.48
443,1,66.29
142,1,80.23
387,1,124.21
310,1,56.85
153,1,57.05
170,1,92.06
105,1,85.81
249,1,36.0
393,1,913.7
521,1,44.02
61,1,79.04
138,1,87.32
149,1,2.05
220,1,106.54
335,1,54.0
188,1,162.83
221,1,192.14
227,1,89.75
49,1,138.14
138,1,51.79
478,1,186.95
78,1,46.47
515,1,59.8
40,1,45.5
229,1,51.34
56,1,149.72
37,1,124.09
215,1,208.64
483,1,105.74
150,1,69.9
167,1,121.39
112,1,84.66
120,1,111.13
319,1,69.73
196,1,238.11
58,1,142.27
74,1,96.89
226,1,155.23
215,1,173.27
447,1,36.1
61,1,28.51
226,1,63.99
313,1,57.21
309,1,138.31
297,1,35.0
216,1,409.79
475,1,144.11
259,1,15.02
251,1,114.33
561,1,200.93
69,1,100.0
70,1,73.52
256,1,253.8
62,1,70.07
515,1,265.44
139,1,191.13
45,1,173.68
128,1,53.22
194,1,74.29
126,1,36.95
78,1,145.79
55,1,320.04
439,1,61.8
57,1,81.5
47,1,85.62
134,1,120.24
407,1,112.1
344,1,75.07
99,1,122.43
150,1,306.49
329,1,92.19
413,1,279.0
134,1,121.01
535,1,67.7
58,1,99.28
57,1,135.04
49,1,91.03
147,1,227.6
215,1,129.71
53,1,257.42
61,1,97.65
46,1,157.75
456,1,71.23
497,1,85.23
381,1,178.27
507,1,112.08
111,1,39.75
549,1,309.12
195,1,75.25
224,1,186.94
384,1,171.69
95,1,70.97
173,1,146.38
88,1,69.16
69,1,40.25
216,1,194.1
348,1,359.85
58,1,85.81
316,1,146.5
372,1,83.95
465,1,85.16
395,1,136.24
269,1,9.6
165,1,188.9
557,1,412.4
340,1,258.29
96,1,180.3
158,1,137.61
180,1,194.08
240,1,50.76
595,1,135.26
267,1,59.09
410,1,74.63
380,1,79.56
460,1,112.34
49,1,93.28
70,1,157.16
272,1,69.12
392,1,75.07
369,1,89.19
305,1,136.11
187,1,130.69
165,1,98.34
369,1,217.64
593,1,34.01
422,2,77.57
547,1,60.86
112,1,110.74
239,1,37.77
557,1,153.5
199,1,457.08
204,1,203.81
440,1,2.03
560,1,214.46
316,1,122.17
61,1,134.93
153,1,108.2
88,1,55.25
223,1,47.26
593,1,49.42
147,1,141.69
278,1,48.68
493,1,153.9
607,1,176.76
260,1,92.69
95,1,129.19
243,1,56.01
64,1,52.61
371,1,99.33
376,1,73.15
304,1,58.62
624,1,374.28
449,1,63.35
231,1,94.3
517,1,53.22
592,1,85.6
293,1,83.36
299,1,190.48
313,1,818.32
594,1,62.37
45,1,96.65
40,1,44.69
355,1,108.18
155,1,120.22
309,1,256.43
457,1,43.38
396,1,195.91
196,1,88.9
220,1,779.98
236,1,118.98
407,1,29.58
306,1,511.21
112,1,48.27
102,1,45.79
148,1,121.11
48,1,146.13
381,1,378.18
479,1,51.75
452,1,77.96
387,1,62.5
242,1,22.81
56,1,65.48
538,1,214.56
222,1,70.52
322,1,91.95
173,1,103.16
156,1,32.37
238,1,104.76
452,1,169.0
291,1,119.25
193,1,189.72
132,1,56.93
38,1,36.61
341,1,326.53
302,1,77.19
476,1,60.69
551,1,108.86
47,1,70.89
288,1,89.32
219,1,137.32
88,1,124.01
78,1,84.05
411,1,107.78
136,1,18.94
112,1,198.74
93,1,198.2
567,1,256.16
295,1,40.09
219,1,44.27
206,1,164.67
417,1,290.65
310,1,317.78
518,1,287.1
151,1,136.6
126,1,47.13
452,1,165.84
398,1,163.78
143,1,68.84
229,1,55.91
303,1,276.56
62,1,88.83
167,1,107.8
474,1,72.05
102,1,63.42
395,1,243.01
46,1,31.43
168,1,81.19
302,1,71.63
78,1,173.84
52,1,109.81
532,1,63.51
227,1,73.34
134,1,37.13
278,1,717.83
321,1,443.34
45,1,176.34
514,1,169.88
134,1,123.79
56,1,51.57
68,1,83.97
484,1,166.36
385,1,77.57
566,1,1648.64
47,1,66.14
392,1,99.83
311,1,53.69
334,1,335.47
62,1,65.05
312,1,127.92
309,1,77.82
451,1,50.1
509,1,77.66
542,1,76.6
254,1,165.28
411,1,0.33
328,1,47.74
184,1,64.32
596,1,55.46
214,1,245.06
63,1,164.84
60,1,30.1
319,1,165.48
311,1,137.25
553,1,119.3
335,1,65.71
386,1,23.72
165,1,72.36
724,1,521.46
179,1,43.29
39,1,109.33
306,1,53.05
91,1,139.15
67,1,110.77
43,1,110.63
251,1,137.98
481,1,103.55
399,1,56.69
311,1,116.94
180,1,46.31
108,1,157.86
566,1,2.4
77,1,280.72
486,1,69.33
336,1,63.4
303,1,190.33
556,1,57.09
349,1,129.0
264,1,175.87
501,1,80.52
401,2,150.0
485,1,85.92
264,1,37.34
229,1,265.9
497,1,107.87
69,1,152.88
85,1,464.08
97,1,105.6
433,1,100.0
143,1,25.19
94,1,38.41
282,1,30.25
290,1,156.6
533,1,120.79
318,1,96.02
488,1,919.06
434,1,419.44
54,1,1478.48
90,1,62.42
134,1,57.69
158,1,31.43
113,1,79.26
241,1,82.61
191,1,50.0
357,1,74.03
251,1,108.69
425,1,140.34
230,1,46.1
71,1,93.12
503,1,195.62
404,1,63.86
143,1,172.62
216,1,70.54
476,1,74.97
141,1,29.89
528,1,29.49
403,1,341.02
484,1,95.21
224,1,146.46
344,1,171.63
126,1,37.61
503,1,59.13
181,1,167.5
176,1,25.87
578,1,20.62
275,1,102.03
305,1,2452.12
237,1,36.36
141,1,188.67
266,1,35.28
608,1,65.55
50,1,143.1
152,1,167.47
118,1,125.97
495,1,57.0
333,1,37.09
323,1,195.0
339,1,102.33
150,1,111.33
560,1,100.02
319,1,284.02
603,2,809.5699999999999
262,1,189.98
482,1,4.77
129,1,142.21
430,1,219.72
497,1,43.09
210,1,196.46
387,1,445.38
202,1,98.82
486,1,30.0
138,1,1158.99
192,1,111.97
287,1,90.76
301,1,292.63
261,1,49.4
113,1,31.78
117,1,76.87
405,1,77.89
309,1,72.42
152,1,260.73
45,1,208.88
205,1,735.88
374,1,90.26
73,1,245.5
149,1,138.74
188,1,33.18
595,1,18.56
164,1,10.0
453,1,168.14
81,1,530.71
540,1,198.59
103,1,3.26
311,1,114.26
320,1,86.15
457,1,134.94
220,1,31.71
178,1,17.38
102,1,93.12
301,1,71.14
437,1,50.1
108,1,285.75
423,1,66.6
329,1,85.69
70,1,149.81
237,1,122.5
145,1,107.16
607,1,99.75
447,1,31.84
453,1,48.01
63,1,609.23
295,1,87.98
555,1,54.86
116,1,244.91
420,1,103.33
205,1,136.95
297,1,76.66
530,1,72.48
195,1,27.23
103,1,31.11
306,1,123.06
311,1,784.07
248,1,77.68
318,1,321.58
66,1,46.2
457,1,642.02
431,1,134.15
218,1,85.03
369,1,29.77
84,2,491.34000000000003
513,1,79.51
209,1,201.96
263,1,116.64
517,1,43.62
73,1,234.61
60,1,93.28
497,1,1826.34
257,1,29.33
148,1,99.9
471,1,159.03
217,1,85.73
201,1,139.16
57,1,143.2
308,1,61.68
435,1,40.09
197,1,529.34
311,1,46.78
228,1,73.15
201,1,136.75
212,1,113.44
244,1,23.72
443,1,46.75
433,1,74.16
530,1,466.12
157,1,33.24
411,1,168.58
406,1,144.64
188,1,199.6
427,1,176.87
212,1,135.49
74,1,88.17
325,1,361.16
235,1,676.84
91,1,27.79
200,1,183.85
89,1,54.05
151,1,285.76
377,1,94.99
264,1,24.75
151,1,214.56
727,1,87.57
479,1,67.53
207,1,56.22
228,1,96.01
246,1,33.72
574,1,126.42
430,1,559.26
402,1,261.96
384,1,402.06
435,1,68.89
387,1,40.92
98,1,196.29
177,1,54.72
229,1,71.79
375,1,105.84
106,1,289.95
66,1,571.85
214,1,70.52
231,1,426.62
441,1,163.58
102,1,20.04
65,1,151.79
